Data values,Data description,Year,Row,Column,Authority,Notes
524.26,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Carmarthenshire,
324.08,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Swansea,
634.67,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Neath Port Talbot,
165.28,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Bridgend,
215,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Vale of Glamorgan,
398.95,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Rhondda Cynon Taf,
164.23,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Merthyr Tydfil,
175.83,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Caerphilly,
336.14,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Blaenau Gwent,
282,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Torfaen,
527.19,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Monmouthshire,
310.33,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Newport,
903.9,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Cardiff,
6366.93,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Net current expenditure,Total Unitary Authorities,
-29,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Isle of Anglesey,
-14,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Gwynedd,
-79,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Conwy,
-56.3,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Denbighshire,
0,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Flintshire,
-9.54,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Wrexham,
-110.1,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Powys,
-36.21,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Ceredigion,
-163,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Pembrokeshire,
-247.44,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Carmarthenshire,
-93.75,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Swansea,
-156.16,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Neath Port Talbot,
-32.7,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Bridgend,
-25,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Vale of Glamorgan,
-101.1,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Rhondda Cynon Taf,
-100.83,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Merthyr Tydfil,
-119.27,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Caerphilly,
-61.41,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Blaenau Gwent,
-31,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Torfaen,
-467.86,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Monmouthshire,
-68.87,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Newport,
-549.29,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Cardiff,
-2551.87,£ thousand,2021-22,Road safety education and safe routes (including school crossing patrols),Grants,Total Unitary Authorities,
614,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Isle of Anglesey,
437,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Gwynedd,
797.47,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Conwy,
375.67,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Denbighshire,
404.4,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Flintshire,
253.72,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Wrexham,
509.11,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Powys,
102.53,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Ceredigion,
508,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Pembrokeshire,
1175.6,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Carmarthenshire,
665.22,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Swansea,
668.67,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Neath Port Talbot,
355.33,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Bridgend,
212,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Vale of Glamorgan,
852.9,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Rhondda Cynon Taf,
314.6,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Merthyr Tydfil,
519.37,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Caerphilly,
356.74,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Blaenau Gwent,
429,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Torfaen,
729.72,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Monmouthshire,
738.04,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Newport,
4030.84,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Cardiff,
15050,£ thousand,2021-22,Total traffic management and road safety,Direct spend (employee costs and running costs),Total Unitary Authorities,
56,£ thousand,2021-22,Total traffic management and road safety,Central and departmental support services costs,Isle of Anglesey,
86,£ thousand,2021-22,Total traffic management and road safety,Central and departmental support services costs,Gwynedd,
19.69,£ thousand,2021-22,Total traffic management and road safety,Central and departmental support services costs,Conwy,
68.82,£ thousand,2021-22,Total traffic management and road safety,Central and departmental support services costs,Denbighshire,
